party_id	list_order	candidate_name	birth_year	query	result_urls	result_titles	google_wikipedia_result	checked_at
auyl	15	Базилов Асхат Мауленович	1989	"""Базилов Асхат Мауленович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:06:38Z
auyl	16	Байжанов Нуртас Жарылгасинович	1988	"""Байжанов Нуртас Жарылгасинович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:06:40Z
auyl	18	Байманов Шахмардан Аскарович	1984	"""Байманов Шахмардан Аскарович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:06:41Z
auyl	20	Бекиев Канат Ботаевич	1959	"""Бекиев Канат Ботаевич"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:06:43Z
auyl	28	Егізбаев Серік Рахметоллаұлы	1963	"""Егізбаев Серік Рахметоллаұлы"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:06:44Z
auyl	29	Жиенбаев Абзал Бахитович	1985	"""Жиенбаев Абзал Бахитович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:06:46Z
auyl	36	Калмуратов Торегельды Оразалиевич	1971	"""Калмуратов Торегельды Оразалиевич"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:06:48Z
auyl	37	Карабеков Гани Ажединович	1968	"""Карабеков Гани Ажединович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:06:50Z
auyl	41	Конырбаев Ахметбек Байрозович	1962	"""Конырбаев Ахметбек Байрозович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:06:52Z
auyl	42	Курманбекова Слушаш Сатбековна	1963	"""Курманбекова Слушаш Сатбековна"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:06:53Z
auyl	47	Мұстафа Садық Шоңмұрынұлы	1966	"""Мұстафа Садық Шоңмұрынұлы"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:06:55Z
auyl	50	Озгамбаев Куанышбай Омирзакович	1968	"""Озгамбаев Куанышбай Омирзакович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:06:57Z
baitaq	3	Амиртаев Азаматхан Сайлауович	1978	"""Амиртаев Азаматхан Сайлауович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:06:58Z
baitaq	10	Баяжума Асылбек	1978	"""Баяжума Асылбек"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:07:00Z
baitaq	16	Иманалиев Аскар Муратович	1978	"""Иманалиев Аскар Муратович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:07:02Z
baitaq	30	Мамытов Нургалый Киябаевич	1958	"""Мамытов Нургалый Киябаевич"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:07:04Z
npk	3	Агибаев Алимбек Тулегенович	1981	"""Агибаев Алимбек Тулегенович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:07:06Z
npk	4	Аккозиев Рахман Сейлханович	1963	"""Аккозиев Рахман Сейлханович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:07:07Z
npk	12	Аукенов Мирас Серикбекович	1985	"""Аукенов Мирас Серикбекович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:07:09Z
npk	25	Досмухамбетова Балжан Ибатовна	1964	"""Досмухамбетова Балжан Ибатовна"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:07:11Z
npk	26	Дудабаев Еркебулан Бакытович	1983	"""Дудабаев Еркебулан Бакытович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:07:13Z
npk	28	Ерназаров Кайрат Шаршыбекович	1965	"""Ерназаров Кайрат Шаршыбекович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:07:15Z
npk	31	Ибраимов Олжас Бекдаулетович	1986	"""Ибраимов Олжас Бекдаулетович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:07:16Z
npk	34	Исабаев Орынбасар Душанович	1955	"""Исабаев Орынбасар Душанович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:07:18Z
npk	37	Кабдешев Дамир Каирович	1999	"""Кабдешев Дамир Каирович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:07:20Z
npk	40	Камбарова Зухра Медеуовна	1967	"""Камбарова Зухра Медеуовна"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:07:22Z
npk	42	Куленова Лейла Искандеровна	1980	"""Куленова Лейла Искандеровна"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:07:24Z
npk	43	Курмангазин Бауржан Олжашевич	1986	"""Курмангазин Бауржан Олжашевич"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:07:25Z
npk	45	Кусаинов Бейбут Булатович	1985	"""Кусаинов Бейбут Булатович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:07:27Z
npk	47	Лаврентьев Борис Георгиевич	1984	"""Лаврентьев Борис Георгиевич"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:07:29Z
npk	48	Максутов Калел Мухатаевич	1964	"""Максутов Калел Мухатаевич"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:07:31Z
npk	67	Тулеугалиев Рашид Бектурович	1973	"""Тулеугалиев Рашид Бектурович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:07:33Z
npk	69	Умаров Баймырза Абденбаевич	1965	"""Умаров Баймырза Абденбаевич"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:07:35Z
npk	71	Шоканов Нурсултан Нурланович	1986	"""Шоканов Нурсултан Нурланович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	"[""https://ru.wikipedia.org/wiki/%D0%A8%D0%BE%D0%BA%D0%B0%D0%BD%D0%BE%D0%B2,_%D0%9D%D1%83%D1%80%D1%81%D1%83%D0%BB%D1%82%D0%B0%D0%BD_%D0%9D%D1%83%D1%80%D0%BB%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87""]"	"[""Шоканов, Нурсултан Нурланович Википедия https://ru.wikipedia.org › wiki""]"	true	2026-08-16T22:07:37Z
osdp	1	Абенова Анаргул Жаксагалиевна	1973	"""Абенова Анаргул Жаксагалиевна"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:07:39Z
osdp	3	Аленова Аружан Дарменовна	2000	"""Аленова Аружан Дарменовна"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:07:41Z
osdp	6	Аубакиров Нурлан Какимович	1970	"""Аубакиров Нурлан Какимович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	"[""https://ru.wikipedia.org/wiki/%D0%90%D1%83%D0%B1%D0%B0%D0%BA%D0%B8%D1%80%D0%BE%D0%B2,_%D0%9D%D1%83%D1%80%D0%BB%D0%B0%D0%BD_%D0%95%D1%80%D0%B8%D0%BA%D0%B1%D0%B0%D0%B5%D0%B2%D0%B8%D1%87""]"	"[""Аубакиров, Нурлан Ерикбаевич Википедия https://ru.wikipedia.org › wiki › А...""]"	true	2026-08-16T22:07:43Z
osdp	12	Бугабаев Сапарбай Дуйсенович	1959	"""Бугабаев Сапарбай Дуйсенович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:07:44Z
osdp	13	Дауренбеков Ержан Каханович	1982	"""Дауренбеков Ержан Каханович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:07:46Z
osdp	14	Джаканов Дамир Сатпаевич	1990	"""Джаканов Дамир Сатпаевич"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:07:48Z
osdp	15	Джусупова Роза Кенженовна	1967	"""Джусупова Роза Кенженовна"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:07:50Z
osdp	17	Жанғали Ілияс Әбілқазыұлы	1993	"""Жанғали Ілияс Әбілқазыұлы"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:07:52Z
osdp	18	Калгин Виктор Евгеньевич	1981	"""Калгин Виктор Евгеньевич"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:07:54Z
osdp	19	Камалова Нурайнаш Балтабаевна	1977	"""Камалова Нурайнаш Балтабаевна"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:07:55Z
osdp	23	Мукаманов Жасулан Мирзахметович	1978	"""Мукаманов Жасулан Мирзахметович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:07:57Z
osdp	24	Мынбаев Сакен Саламатович	1988	"""Мынбаев Сакен Саламатович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:07:59Z
osdp	25	Насибулов Мақсұт Бейбитұлы	1992	"""Насибулов Мақсұт Бейбитұлы"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:08:01Z
osdp	26	Нурлыбеков Нурым Комекович	1980	"""Нурлыбеков Нурым Комекович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:08:03Z
osdp	27	Нұржау Қуандық Оңдасынұлы	1979	"""Нұржау Қуандық Оңдасынұлы"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:08:04Z
osdp	31	Самбетбай Тазабек Дакенайұлы	1980	"""Самбетбай Тазабек Дакенайұлы"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:08:06Z
osdp	32	Сарманов Рустем Сабитович	1989	"""Сарманов Рустем Сабитович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:08:08Z
respublica	2	Абдихаликова Шолпан Аскаровна	1987	"""Абдихаликова Шолпан Аскаровна"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:08:10Z
respublica	5	Айткулов Бекжан Бахтыбекович	1991	"""Айткулов Бекжан Бахтыбекович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:08:12Z
respublica	8	Амангелді Маханбет	1988	"""Амангелді Маханбет"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:08:13Z
